spin,type,state,area,isDead
0,0,q,-3148,False
1,2,q,13,False
2,2,q,17,False
3,2,q,0,True
4,2,q,48,False
5,2,q,8,False
6,2,q,27,False
7,2,q,23,False
8,2,q,3,False
9,2,q,55,False
10,2,q,38,False
11,2,q,1,False
12,2,q,0,True
13,2,q,10,False
14,2,q,33,False
15,2,q,18,False
16,2,q,41,False
17,1,q,0,True
18,2,q,8,False
19,2,q,1,False
20,2,q,40,False
21,2,q,144,False
22,2,q,27,False
23,2,q,107,False
24,2,q,34,False
25,2,q,15,False
26,2,q,136,False
27,2,q,115,False
28,2,q,75,False
29,2,q,204,False
30,2,q,157,False
31,2,q,78,False
32,2,q,106,False
33,2,q,76,False
34,2,q,80,False
35,2,q,106,False
36,2,q,0,True
37,2,q,135,False
38,2,q,6,False
39,2,q,0,True
40,1,q,0,True
41,2,q,0,True
42,2,q,0,True
43,2,q,0,True
44,2,q,0,True
45,2,q,28,False
46,1,q,0,True
47,2,q,0,True
48,2,q,57,False
49,2,q,60,False
50,2,q,34,False
51,1,q,0,True
52,2,q,30,False
53,2,q,0,True
54,1,q,0,True
55,2,q,0,True
56,1,q,0,True
57,1,q,0,True
58,2,q,16,False
59,2,q,0,True
60,2,q,0,True
61,1,q,0,True
62,1,q,0,True
63,2,q,46,False
64,2,q,0,True
65,2,q,22,False
66,2,q,0,True
67,2,q,108,False
68,2,q,37,False
69,1,q,0,True
70,1,q,0,True
71,2,q,0,True
72,2,q,69,False
73,2,q,0,True
74,1,q,0,True
75,2,q,0,True
76,2,q,0,True
77,2,q,7,False
78,2,q,5,False
79,1,q,0,True
80,2,q,33,False
81,1,q,0,True
82,2,q,15,False
83,1,q,0,True
84,2,q,13,False
85,2,q,0,True
86,2,q,26,False
87,2,q,0,True
88,2,q,0,True
89,1,q,0,True
90,2,q,0,True
91,2,q,0,True
92,2,q,0,True
93,2,q,0,True
94,2,q,24,False
95,1,q,0,True
96,2,q,0,True
97,2,q,0,True
98,2,q,0,True
99,2,q,0,True
100,1,q,0,True
101,1,q,0,True
102,1,q,0,True
103,2,q,26,False
104,2,q,0,True
105,2,q,0,True
106,1,q,0,True
107,2,q,0,True
108,1,q,0,True
109,2,q,34,False
110,2,q,0,True
111,1,q,0,True
112,2,q,0,True
113,1,q,0,True
114,2,q,9,False
115,2,q,0,True
116,2,q,0,True
117,2,q,0,True
118,2,q,0,True
119,2,q,0,True
120,2,q,0,True
121,2,q,0,True
122,1,q,0,True
123,2,q,0,True
124,2,q,154,False
125,2,q,11,False
126,1,q,0,True
127,2,q,0,True
128,2,q,31,False
129,1,q,0,True
130,2,q,9,False
131,2,q,0,True
132,2,q,39,False
133,1,q,0,True
134,2,q,0,True
135,2,q,16,False
136,1,q,0,True
137,2,q,0,True
138,2,q,25,False
139,2,q,0,True
140,1,q,0,True
141,2,q,0,True
142,2,q,0,True
143,2,q,92,False
144,2,q,0,True
145,2,q,4,False
146,2,q,17,False
147,1,q,0,True
148,2,q,56,False
149,2,q,10,False
150,1,q,0,True
